MEASURE USED:
value= max/count;
max=10000;
count= lru index;

hit rate = 5.893181422423444


max value is 40166.0
item	value	weight	take
1198	8.0	21	false
1199	8.0	13	false
1200	8.0	35	false
1201	8.0	14	false
1202	8.0	14	false
1203	8.0	16	false
1204	8.0	39	false
1205	8.0	42	false
1206	8.0	17	false
1207	8.0	44	false
1208	8.0	32	false
1209	8.0	33	false
1210	8.0	17	false
1211	8.0	4	false
1212	8.0	19	false
1213	8.0	15	false
1214	8.0	40	false
1215	8.0	4	false
1216	8.0	17	false
1217	8.0	7	false
1218	8.0	2	false
1219	8.0	34	false
1220	8.0	27	false
1221	8.0	1	false
1222	8.0	34	false
1223	8.0	39	false
1224	8.0	39	false
1225	8.0	28	false
1226	8.0	39	false
1227	8.0	10	false
1228	8.0	3	false
1229	8.0	35	false
1230	8.0	18	false
1231	8.0	44	false
1232	8.0	43	false
1233	8.0	39	false
1234	8.0	6	false
1235	8.0	44	false
1236	8.0	2	false
1237	8.0	36	false
1238	8.0	32	false
1239	8.0	40	false
1240	8.0	31	false
1241	8.0	41	false
1242	8.0	32	false
1243	8.0	26	false
1244	8.0	42	false
1245	8.0	8	false
1246	8.0	16	false
1247	8.0	30	false
1248	8.0	46	false
1249	8.0	22	false
1250	8.0	35	false
1251	7.0	50	false
1252	7.0	2	false
1253	7.0	50	false
1254	7.0	34	false
1255	7.0	14	false
1256	7.0	37	false
1257	7.0	49	false
1258	7.0	25	false
1259	7.0	16	false
1260	7.0	9	false
1261	7.0	8	false
1262	7.0	6	false
1263	7.0	45	false
1264	7.0	45	false
1265	7.0	50	false
1266	7.0	41	false
1267	7.0	6	false
1268	7.0	24	false
1269	7.0	17	false
1270	7.0	6	false
1271	7.0	33	false
1272	7.0	12	false
1273	7.0	17	false
1274	7.0	36	false
1275	7.0	42	false
1276	7.0	10	false
1277	7.0	10	false
1278	7.0	48	false
1279	7.0	34	false
1280	7.0	17	false
1281	7.0	38	false
1282	7.0	35	false
1283	7.0	5	false
1284	7.0	10	false
1285	7.0	34	false
1286	7.0	13	false
1287	7.0	24	false
1288	7.0	31	false
1289	7.0	47	false
1290	7.0	31	false
1291	7.0	29	false
1292	7.0	2	false
1293	7.0	49	false
1294	7.0	29	false
1295	7.0	24	false
1296	7.0	37	false
1297	7.0	31	false
1298	7.0	43	false
1299	7.0	44	false
1300	7.0	44	false
1301	7.0	11	false
1302	7.0	14	false
1303	7.0	30	false
1304	7.0	44	false
1305	7.0	26	false
1306	7.0	26	false
1307	7.0	14	false
1308	7.0	41	false
1309	7.0	33	false
1310	7.0	16	false
1311	7.0	43	false
1312	7.0	1	false
1313	7.0	48	false
1314	7.0	23	false
1315	7.0	2	false
1316	7.0	6	false
1317	7.0	25	false
1318	7.0	2	false
1319	7.0	15	false
1320	7.0	42	false
1321	7.0	48	false
1322	7.0	10	false
1323	7.0	15	false
